web-scraper-order,web-scraper-start-url,links,links-href,title,description ,application status 
1665919437-56,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Peoplebank Australia Scholarship

				
			
		
			
Peoplebank Australia wishes to assist talented and deserving students within the Faculty of…			
            
            
	    
        
            
                    Applications:  30 May - 8 July 2022
                    Total scholarship value: $27,000
                    Number offered:  One scholarship",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fpeoplebank-australia-scholarship-6145%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fpeoplebank-australia-scholarship-6145%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=gEMTXxlz1PqWj9KIJejAcg&profile=_default&rank=170&query=%21padrenull,Peoplebank Australia Scholarship,Peoplebank Australia wishes to assist talented and deserving students within the Faculty of Information Technology to access tertiary education and to provide them with an opportunity which would not otherwise have been available due to their personal circumstances.,30 May - 8 July 2022
1665919441-57,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Pauline Glass Memorial Scholarship

				
			
		
			
Established in memory of Pauline Glass, who was passionate about women’s rights and equality. This…			
            
            
	    
        
            
                    Total scholarship value: Up to $30,000
                    Number offered:  One scholarship is available consecutively",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fpauline-glass-memorial-scholarship-5801%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fpauline-glass-memorial-scholarship-5801%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=ZIIdC47%2BOTlyEoaOJkYVSA&profile=_default&rank=169&query=%21padrenull,Pauline Glass Memorial Scholarship,"Established in memory of Pauline Glass, who was passionate about women’s rights and equality. This scholarship is intended to support female students in need to further their education and careers.","Up to $30,000"
1665919447-58,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Orica Engineering Scholarship

				
			
		
			
Orica Engineering Scholarship as supported by Orica by established to support equity scholarship to …			
            
            
	    
        
            
                    Applications:  3 Jan - 16 Feb 2023
                    Total scholarship value: $30,000
                    Number offered:  One",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Forica-engineering-scholarship-6179%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Forica-engineering-scholarship-6179%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=4WPo8D4%2FfPbfg6dXP4eAFg&profile=_default&rank=168&query=%21padrenull,Orica Engineering Scholarship,Orica Engineering Scholarship as supported by Orica by established to support equity scholarship to benefit students in the Faculty of Engineering.,3  Jan - 16 Feb 2023
1665919461-59,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Northcote Trust Indigenous Australian Scholarship

				
			
		
			
The Northcote Trust  support Indigenous Australian students with their living expenses while…			
            
            
	    
        
            
                    Total scholarship value: up to $16,000
                    Number offered:  Four per year",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fnorthcote-trust-indigenous-australian-scholarship-6149%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fnorthcote-trust-indigenous-australian-scholarship-6149%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=6Lpu8R8N7ABmmnetcIAvLw&profile=_default&rank=167&query=%21padrenull,Northcote Trust Indigenous Australian Scholarship,The Northcote Trust  support Indigenous Australian students with their living expenses while studying at Monash University,"up to $16,000"
1665919471-60,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Nick Apostolidis Community Leadership Scholarship

				
			
		
			
This scholarship is intended to support Engineering undergraduate students who come from…			
            
            
	    
        
            
                    Applications:  see how to apply
                    Total scholarship value: Up to $18,000
                    Number offered:  One per year",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fnick-apostolidis-community-leadership-scholarship-6140%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fnick-apostolidis-community-leadership-scholarship-6140%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=d%2BNhh9dcv946bDPDJirP4Q&profile=_default&rank=166&query=%21padrenull,Nick Apostolidis Community Leadership Scholarship,This scholarship is intended to support Engineering undergraduate students who come from educationally disadvantaged backgrounds but are demonstrating drive and leadership skills in pursuit of a bright future.,see how to apply
1665919482-61,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Nicholas Beaumont Honours Memorial Grant

				
			
		
			
Nicholas Beaumont was an active staff member of the Department of Management who passed away in…			
            
            
	    
        
            
                    Applications:  No application required
                    Total scholarship value: $5000
                    Number offered:  One per year",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fnicholas-beaumont-honours-memorial-grant-6153%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fnicholas-beaumont-honours-memorial-grant-6153%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=4HoJi%2FPEp71WwSvi8DNBJA&profile=_default&rank=165&query=%21padrenull,Nicholas Beaumont Honours Memorial Grant,Nicholas Beaumont was an active staff member of the Department of Management who passed away in February 2010. The Nicholas Beaumont Grant was introduced to award one student each year a total amount of $5000 to honour his memory.,No application required
1665919493-62,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Ng Kong Lin Family Scholarship

				
			
		
			
The prestigious Ng Kong Lin Family Scholarship is funded by the Ng Family, who are of Malaysian…			
            
            
	    
        
            
                    Applications:  8 April - 17 July 2022
                    Total scholarship value: Up to $360,000 AUD over four years
                    Number offered:  One per year",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fng-kong-lin-family-scholarship-6190%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fng-kong-lin-family-scholarship-6190%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=9poYsK6UQZSDG%2F%2BpTFI9LQ&profile=_default&rank=164&query=%21padrenull,Ng Kong Lin Family Scholarship,"The prestigious Ng Kong Lin Family Scholarship is funded by the Ng Family, who are of Malaysian background where three generations of the family are graduates of Monash University. Named after the late Mr Ng Kong Lin, who valued education, and albeit uncommon for his generation, he sent two of his children to study at Monash University in the 1960s. Its goal? To change lives by supporting financially disadvantaged students from Malaysia to study at Monash University.",8 April - 17 July 2022
1665919503-63,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Ng Kong Lin Family Intercampus Scholarship

				
			
		
			
The Ng Kong Lin Family lntercampus Scholarship was established to enable academically bright but…			
            
            
	    
        
            
                    Applications:  Close 10 April 2022
                    Total scholarship value: up to AUD$16,000
                    Number offered:  Two per year",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fng-kong-lin-family-intercampus-scholarship-6192%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fng-kong-lin-family-intercampus-scholarship-6192%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=MsI%2BNAKK6V6UAS7otnnGrQ&profile=_default&rank=163&query=%21padrenull,Ng Kong Lin Family Intercampus Scholarship,"The Ng Kong Lin Family lntercampus Scholarship was established to enable academically bright but financially disadvantaged students from Monash Malaysia to undertake a one semester exchange to Monash Australia - to assist them in becoming global citizens, embrace the international experience, and encourage students towards acceptance and understanding of an array of different cultural and community perspectives.",Close 10 April 2022
1665919513-64,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Newcrest Leaders Scholarship

				
			
		
			
The Newcrest Leaders Scholarship as supported  by Newcrest Mining Ltd be introduced to provide…			
            
            
	    
        
            
                    Total scholarship value: Up to $50,000
                    Number offered:  One per year",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fnewcrest-leaders-scholarship-6188%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fnewcrest-leaders-scholarship-6188%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=3HtaYNc2uE8EF4QUHRD6qA&profile=_default&rank=162&query=%21padrenull,Newcrest Leaders Scholarship,The Newcrest Leaders Scholarship as supported  by Newcrest Mining Ltd be introduced to provide students with financial support to enable them to access leadership and community engagement opportunities and to support the development of emerging engineering leaders to encourage these talented individuals to enter the mining industry upon completion of their studies.,"Up to $50,000"
1665919523-65,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Natural Beauty Care Scholarship

				
			
		
			
The Natural Beauty Care Scholarship be established to recognise the generous support provided by…			
            
            
	    
        
            
                    Applications:  See how to apply
                    Total scholarship value: Up to $40,000
                    Number offered:  One scholarship",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fnatural-beauty-care-scholarship-6176%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fnatural-beauty-care-scholarship-6176%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=3olZvPrlLK2uOt2imGkeyg&profile=_default&rank=161&query=%21padrenull,Natural Beauty Care Scholarship,The Natural Beauty Care Scholarship be established to recognise the generous support provided by the Natural Beauty Care Group.,See how to apply
1665919536-66,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"MRS Undergraduate Equity Scholarship

				
			
		
			
This scholarship has been made available for disadvantaged students living at Monash Residential…			
            
            
	    
        
            
                    Applications:  3 Jan - 16 Feb 2023
                    Total scholarship value: $1500
                    Number offered:  45",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmrs-undergraduate-equity-scholarship-5642Z%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmrs-undergraduate-equity-scholarship-5642Z%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=smBMrRjWYz1DoaYtiUl6yA&profile=_default&rank=160&query=%21padrenull,MRS Undergraduate Equity Scholarship,"This scholarship has been made available for disadvantaged students living at Monash Residential Services, especially those with a low income status.",3 Jan - 16 Feb 2023
1665919551-67,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"MRS Resident Advisor Scholarship

				
			
		
			
This scholarship recognises the commitment to the residential community made by volunteer Resident…			
            
            
	    
        
            
                    Applications:  Apply through Monash Residential Services
                    Total scholarship value: Up to $4802.55
                    Number offered:  Varies",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmrs-residential-advisor-scholarship-5692%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmrs-residential-advisor-scholarship-5692%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=N1XP4Lux%2Fbc9yB7HJzVRIw&profile=_default&rank=159&query=%21padrenull,MRS Resident Advisor Scholarship,"This scholarship recognises the commitment to the residential community made by volunteer Resident Advisors, who live in Monash Residential Services (MRS).",Apply through Monash Residential Services
1665919555-68,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"MRS Queer Leadership scholarship

				
			
		
			
Monash Residential Services (MRS) on campus accommodation represents a diverse and inclusive…			
            
            
	    
        
            
                    Applications:  See how to apply
                    Total scholarship value: Up to $3500
                    Number offered:  Two per year",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmrs-queer-leadership-scholarship-6090Z%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmrs-queer-leadership-scholarship-6090Z%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=lRJKkL1W1QiJ6%2FII6zQFtw&profile=_default&rank=158&query=%21padrenull,MRS Queer Leadership scholarship,"Monash Residential Services (MRS) on campus accommodation represents a diverse and inclusive community and residents represent cultures, religion, race and beliefs from all over the world. MRS is committed to maintaining LGBTIQA+ inclusivity within these diverse communities that house over 3000 residents. This scholarship will serve as a pathway to provide students of diverse genders and sexualities the capability to afford accommodation on campus at MRS, in a community that is accepting and respectful of their diversity.",See how to apply
1665919570-69,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"MRS Indigenous Leadership Pathway Scholarship

				
			
		
			
A scholarship for Indigenous Australian and Torres Strait Islander students who show leadership…			
            
            
	    
        
            
                    Applications:  See how to apply
                    Total scholarship value: Up to $14000
                    Number offered:  1 per year",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmrs-indigenous-leadership-pathway-scholarship-5735Z%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmrs-indigenous-leadership-pathway-scholarship-5735Z%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=Xc3qgkFYADw8pTZgDiaYMA&profile=_default&rank=157&query=%21padrenull,MRS Indigenous Leadership Pathway Scholarship,A scholarship for Indigenous Australian and Torres Strait Islander students who show leadership potential who are intending to or currently live on campus at Monash Residential Services.,See how to apply
1665919575-70,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"MRS Graduate Research Accommodation Scholarship

				
			
		
			
Are you living on-campus during your research degree? The benefits of living close to the centre of …			
            
            
	    
        
            
                    Applications:  Closes 31 January annually
                    Total scholarship value: $1500
                    Number offered:  5",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmrs-graduate-research-accommodation-scholarship%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmrs-graduate-research-accommodation-scholarship%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=Wujyak6KJBIEYUdWIq8hKw&profile=_default&rank=156&query=%21padrenull,MRS Graduate Research Accommodation Scholarship,Are you living on-campus during your research degree? The benefits of living close to the centre of your working world include easy access to your supervisors and our world-class research equipment.,Closes 31 January annually
1665919579-71,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"MRS Accommodation Scholarship

				
			
		
			
Are you planning to reside on campus at Monash Residential Services? If you are experiencing…			
            
            
	    
        
            
                    Applications:  1 Aug - 7 Oct 2022
                    Total scholarship value: $3000 for one year
                    Number offered:  10",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmrs-accommodation-scholarship-5827Z%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmrs-accommodation-scholarship-5827Z%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=n9irUZT73dhFrWX%2B6xAR2w&profile=_default&rank=155&query=%21padrenull,MRS Accommodation Scholarship,"Are you planning to reside on campus at Monash Residential Services? If you are experiencing educational disadvantage, you may be able to get a grant to assist with accommodation costs. Submit your scholarship applications through VTAC now.",1 Aug - 7 Oct 2022
1665919583-72,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Motorola Solutions Leader Scholarship

				
			
		
			
The Motorola Solutions Leader Scholarship as funded by the Motorola Solutions Foundation be…			
            
            
	    
        
            
                    Total scholarship value: Up to $18,000
                    Number offered:  One per year",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmotorola-solutions-leader-scholarship-6189%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmotorola-solutions-leader-scholarship-6189%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=PJXHa2Mt0oWMGmktPR6vxQ&profile=_default&rank=154&query=%21padrenull,Motorola Solutions Leader Scholarship,The Motorola Solutions Leader Scholarship as funded by the Motorola Solutions Foundation be introduced to encourage continuing students from the Faculties of Information Technology and Engineering to participate in leadership activities associated with the Access Monash program.,"Up to $18,000"
1665919588-73,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Monash-Pratt Musician Performance Scholarship

				
			
		
			
A scholarship for commencing or continuing music performance students, awarded for academic merit…			
            
            
	    
        
            
                    Applications:  No application required
                    Total scholarship value: Up to $6000
                    Number offered:  2 per year",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmonash-pratt-musician-performance-scholarship-5591%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmonash-pratt-musician-performance-scholarship-5591%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=2nNfhQ8p8qmpJJWZD7XY5w&profile=_default&rank=153&query=%21padrenull,Monash-Pratt Musician Performance Scholarship,"A scholarship for commencing or continuing music performance students, awarded for academic merit and outstanding musical performance.",No application required
1665919593-74,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Monash Yoshida Grant

				
			
		
			
The Monash Yoshida Grant was established to support a research trip to Japan for students…			
            
            
	    
        
            
                    Applications:  3 Jan - 16 Feb 2023
                    Total scholarship value: Up to $6000
                    Number offered:  One per year",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmonash-yoshida-grant-5659A%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmonash-yoshida-grant-5659A%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=mHoIkQCvOhkTn6OMatyXqg&profile=_default&rank=152&query=%21padrenull,Monash Yoshida Grant,The Monash Yoshida Grant was established to support a research trip to Japan for students undertaking honours in Japanese or Asian Studies.,3 Jan - 16 Feb 2023
1665919596-75,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Monash University-Vietnam Government PhD Scholarship (Project 89)

				
			
		
			
This joint scholarship program supports high-quality Vietnamese candidates to undertake a PhD at…			
            
            
	    
        
            
                    Applications:  Now open
                    Total scholarship value: Varies - see benefits
                    Number offered:  Varies",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmonash-university-vietnam-government-phd-scholarship-project-89%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmonash-university-vietnam-government-phd-scholarship-project-89%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=%2FYhEIqe1LUK2aB263eP3mw&profile=_default&rank=151&query=%21padrenull,Monash University-Vietnam Government PhD Scholarship (Project 89),"This joint scholarship program supports high-quality Vietnamese candidates to undertake a PhD at Monash University. Applicants can elect to study in Melbourne or be based at a Vietnamese University, jointly supervised as an external offshore candidate.",Now open
1665919599-76,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Monash University-Pakistan Higher Education Commission (HEC) Joint Scholarship

				
			
		
			
This joint scholarship program enables high quality Pakistani students to undertake PhD and…			
            
            
	    
        
            
                    Applications:  Open all year
                    Total scholarship value: Varies - see benefits
                    Number offered:  Varies",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmonash-university-pakistan-higher-education-commission-joint-scholarship%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmonash-university-pakistan-higher-education-commission-joint-scholarship%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=54MrlISZJd2dQ1dGNCfU0w&profile=_default&rank=150&query=%21padrenull,Monash University-Pakistan Higher Education Commission (HEC) Joint Scholarship,This joint scholarship program enables high quality Pakistani students to undertake PhD and research degrees here at Monash.,Open all year
1665919604-77,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Monash University-China Scholarship Council (CSC) Joint Scholarship

				
			
		
			
This joint scholarship program seeks to attract high-quality Chinese students to undertake their…			
            
            
	    
        
            
                    Applications:  Closes 31 January each year
                    Total scholarship value: Varies - see benefits
                    Number offered:  Varies",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmonash-university-china-scholarship-council-joint-scholarship-csc%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmonash-university-china-scholarship-council-joint-scholarship-csc%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=0ZJehzuyV%2BVOJpTD8XaCWg&profile=_default&rank=149&query=%21padrenull,Monash University-China Scholarship Council (CSC) Joint Scholarship,This joint scholarship program seeks to attract high-quality Chinese students to undertake their PhD with Monash University. Long-term research co-operation between Monash and research-intensive Chinese universities is a significantly important aim of the program.,Closes 31 January each year
1665919608-78,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Monash University Jubilee Honours Scholarship

				
			
		
			
The Monash University Jubilee Honours Scholarship was introduced to acknowledge the occasion of the …			
            
            
	    
        
            
                    Applications:  3 Jan - 16 Feb 2023
                    Total scholarship value: Up to $6000
                    Number offered:  35 per year",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmonash-university-jubilee-honours-scholarship-5599A%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmonash-university-jubilee-honours-scholarship-5599A%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=9sdN6nTdRz1nA5wAm7Uzow&profile=_default&rank=148&query=%21padrenull,Monash University Jubilee Honours Scholarship,The Monash University Jubilee Honours Scholarship was introduced to acknowledge the occasion of the 50th anniversary of Monash University.,3 Jan - 16 Feb 2023
1665919611-79,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Monash University International Merit Scholarship

				
			
		
			
We invite students from all countries who have received an offer from Monash or who are currently…			
            
            
	    
        
            
                    Total scholarship value: Up to $50,000
                    Number offered:  31 per year",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Finternational-merit-5770%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Finternational-merit-5770%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=DmRcLU43eppqas0CykM0vA&profile=_default&rank=147&query=%21padrenull,Monash University International Merit Scholarship,"We invite students from all countries who have received an offer from Monash or who are currently enrolled with the university to apply for the Monash International Merit Scholarship. As a scholarship recipient, you will receive $10,000 per annum for the duration of your degree.","Up to $50,000"
